ref_date,year,month,geo,price_category,value,status,value_last_year,yoy_change,event
2024-08,2024,8,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),164.2,normal,168.9,-2.782711663706345,Stable
2024-09,2024,9,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),163.8,normal,168.2,-2.6159334126040297,Stable
2024-10,2024,10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),163.4,normal,168.1,-2.795954788816174,Stable
2017-12,2017,12,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),101.3,normal,100.0,1.2999999999999972,Stable
2018-01,2018,1,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),101.3,normal,99.8,1.5030060120240483,Stable
2018-02,2018,2,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),101.3,normal,99.8,1.5030060120240483,Stable
2018-03,2018,3,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),101.3,normal,99.8,1.5030060120240483,Stable
2018-04,2018,4,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),101.6,normal,99.9,1.70170170170169,Stable
2018-05,2018,5,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),101.6,normal,100.1,1.4985014985014986,Stable
2018-06,2018,6,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),101.8,normal,100.5,1.293532338308455,Stable
2018-07,2018,7,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),102.0,normal,100.5,1.4925373134328357,Stable
2018-08,2018,8,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),102.1,normal,100.6,1.4910536779324057,Stable
2018-09,2018,9,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),102.0,normal,101.0,0.9900990099009901,Stable
2018-10,2018,10,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),102.3,normal,101.1,1.1869436201780443,Stable
2018-11,2018,11,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),102.2,normal,101.2,0.9881422924901186,Stable
2018-12,2018,12,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),102.4,normal,101.3,1.0858835143139276,Stable
2019-01,2019,1,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),102.4,normal,101.3,1.0858835143139276,Stable
2019-02,2019,2,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),102.4,normal,101.3,1.0858835143139276,Stable
2019-03,2019,3,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),102.8,normal,101.3,1.4807502467917077,Stable
2019-04,2019,4,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),103.2,normal,101.6,1.574803149606308,Stable
2019-05,2019,5,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),103.4,normal,101.6,1.7716535433070981,Stable
2019-06,2019,6,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),104.4,normal,101.8,2.5540275049115997,Stable
2019-07,2019,7,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),104.6,normal,102.0,2.5490196078431318,Stable
2019-08,2019,8,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),104.5,normal,102.1,2.350636630754168,Stable
2019-09,2019,9,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),104.9,normal,102.0,2.8431372549019662,Stable
2019-10,2019,10,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),105.9,normal,102.3,3.5190615835777215,Stable
2019-11,2019,11,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),105.9,normal,102.2,3.6203522504892396,Stable
2019-12,2019,12,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),105.7,normal,102.4,3.2226562499999973,Stable
2020-01,2020,1,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),106.2,normal,102.4,3.7109374999999973,Stable
2020-02,2020,2,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),106.5,normal,102.4,4.003906249999995,Stable
2020-03,2020,3,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),107.1,normal,102.8,4.182879377431904,Stable
2020-04,2020,4,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),107.4,normal,103.2,4.069767441860468,Stable
2020-05,2020,5,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),107.9,normal,103.4,4.352030947775629,Stable
2020-06,2020,6,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),107.9,normal,104.4,3.3524904214559386,Stable
2020-07,2020,7,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),107.9,normal,104.6,3.1548757170172195,Stable
2020-08,2020,8,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),107.9,normal,104.5,3.253588516746417,Stable
2020-09,2020,9,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),108.9,normal,104.9,3.8131553860819825,Stable
2020-10,2020,10,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),109.8,normal,105.9,3.682719546742201,Stable
2020-11,2020,11,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),112.0,normal,105.9,5.760151085930118,Stable
2020-12,2020,12,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),112.8,normal,105.7,6.717123935666977,Stable
2021-01,2021,1,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),112.8,normal,106.2,6.214689265536718,Stable
2021-02,2021,2,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),112.5,normal,106.5,5.633802816901409,Stable
2021-03,2021,3,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),113.8,normal,107.1,6.255835667600376,Stable
2021-04,2021,4,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),114.1,normal,107.4,6.238361266294216,Stable
2021-05,2021,5,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),114.6,normal,107.9,6.209453197404994,Stable
2021-06,2021,6,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),114.8,normal,107.9,6.3948100092678315,Stable
2021-07,2021,7,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.0,normal,107.9,6.580166821130671,Stable
2021-08,2021,8,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.0,normal,107.9,6.580166821130671,Stable
2021-09,2021,9,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.0,normal,108.9,5.601469237832869,Stable
2021-10,2021,10,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),114.9,normal,109.8,4.644808743169407,Stable
2021-11,2021,11,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.7,normal,112.0,3.3035714285714315,Stable
2021-12,2021,12,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.7,normal,112.8,2.570921985815608,Stable
2022-01,2022,1,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.7,normal,112.8,2.570921985815608,Stable
2022-02,2022,2,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.7,normal,112.5,2.844444444444447,Stable
2022-03,2022,3,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.7,normal,113.8,1.6695957820738188,Stable
2022-04,2022,4,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.7,normal,114.1,1.4022787028922072,Stable
2022-05,2022,5,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),116.0,normal,114.6,1.2216404886562005,Stable
2022-06,2022,6,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),116.0,normal,114.8,1.0452961672473893,Stable
2022-07,2022,7,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),116.0,normal,115.0,0.8695652173913043,Stable
2022-08,2022,8,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),116.0,normal,115.0,0.8695652173913043,Stable
2022-09,2022,9,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),116.0,normal,115.0,0.8695652173913043,Stable
2022-10,2022,10,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),116.0,normal,114.9,0.9573542210617878,Stable
2022-11,2022,11,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),116.0,normal,115.7,0.2592912705272231,Stable
2022-12,2022,12,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),116.0,normal,115.7,0.2592912705272231,Stable
2023-01,2023,1,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),116.0,normal,115.7,0.2592912705272231,Stable
2023-02,2023,2,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.0,normal,115.7,-0.6050129645635288,Stable
2023-03,2023,3,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.0,normal,115.7,-0.6050129645635288,Stable
2023-04,2023,4,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.0,normal,115.7,-0.6050129645635288,Stable
2023-05,2023,5,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.3,normal,116.0,-0.6034482758620714,Stable
2023-06,2023,6,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.3,normal,116.0,-0.6034482758620714,Stable
2023-07,2023,7,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.3,normal,116.0,-0.6034482758620714,Stable
2023-08,2023,8,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.3,normal,116.0,-0.6034482758620714,Stable
2023-09,2023,9,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.9,normal,116.0,-0.08620689655171923,Stable
2023-10,2023,10,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.9,normal,116.0,-0.08620689655171923,Stable
2023-11,2023,11,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.9,normal,116.0,-0.08620689655171923,Stable
2023-12,2023,12,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.9,normal,116.0,-0.08620689655171923,Stable
2024-01,2024,1,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.9,normal,116.0,-0.08620689655171923,Stable
2024-02,2024,2,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.9,normal,115.0,0.7826086956521788,Stable
2024-03,2024,3,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.9,normal,115.0,0.7826086956521788,Stable
2024-04,2024,4,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.9,normal,115.0,0.7826086956521788,Stable
2024-05,2024,5,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.6,normal,115.3,0.26019080659149796,Stable
2024-06,2024,6,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.8,normal,115.3,0.43365134431916735,Stable
2024-07,2024,7,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.8,normal,115.3,0.43365134431916735,Stable
2024-08,2024,8,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.8,normal,115.3,0.43365134431916735,Stable
2024-09,2024,9,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.8,normal,115.9,-0.08628127696290641,Stable
2024-10,2024,10,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.8,normal,115.9,-0.08628127696290641,Stable
1987-01,1987,1,Prairie Region,Total (house and land),30.0,normal,28.8,4.166666666666664,Stable
1987-02,1987,2,Prairie Region,Total (house and land),30.2,normal,29.1,3.7800687285223296,Stable
1987-03,1987,3,Prairie Region,Total (house and land),30.5,normal,29.3,4.0955631399317385,Stable
1987-04,1987,4,Prairie Region,Total (house and land),30.6,normal,29.3,4.436860068259388,Stable
1987-05,1987,5,Prairie Region,Total (house and land),30.7,normal,29.4,4.421768707482996,Stable
1987-06,1987,6,Prairie Region,Total (house and land),30.7,normal,29.5,4.06779661016949,Stable
1987-07,1987,7,Prairie Region,Total (house and land),30.9,normal,29.6,4.391891891891882,Stable
1987-08,1987,8,Prairie Region,Total (house and land),31.0,normal,29.6,4.7297297297297245,Stable
1987-09,1987,9,Prairie Region,Total (house and land),31.2,normal,29.8,4.6979865771812035,Stable
1987-10,1987,10,Prairie Region,Total (house and land),31.4,normal,29.8,5.369127516778517,Stable
1987-11,1987,11,Prairie Region,Total (house and land),31.4,normal,29.9,5.016722408026756,Stable
1987-12,1987,12,Prairie Region,Total (house and land),31.4,normal,30.0,4.666666666666662,Stable
1988-01,1988,1,Prairie Region,Total (house and land),31.7,normal,30.0,5.666666666666664,Stable
1988-02,1988,2,Prairie Region,Total (house and land),31.8,normal,30.2,5.298013245033117,Stable
1988-03,1988,3,Prairie Region,Total (house and land),31.8,normal,30.5,4.262295081967215,Stable
1988-04,1988,4,Prairie Region,Total (house and land),32.0,normal,30.6,4.575163398692805,Stable
1988-05,1988,5,Prairie Region,Total (house and land),32.0,normal,30.7,4.23452768729642,Stable
1988-06,1988,6,Prairie Region,Total (house and land),32.1,normal,30.7,4.560260586319225,Stable
1988-07,1988,7,Prairie Region,Total (house and land),32.2,normal,30.9,4.207119741100337,Stable
1988-08,1988,8,Prairie Region,Total (house and land),32.4,normal,31.0,4.5161290322580605,Stable
1988-09,1988,9,Prairie Region,Total (house and land),32.4,normal,31.2,3.8461538461538445,Stable
1988-10,1988,10,Prairie Region,Total (house and land),32.5,normal,31.4,3.503184713375801,Stable
1988-11,1988,11,Prairie Region,Total (house and land),32.6,normal,31.4,3.8216560509554234,Stable
1988-12,1988,12,Prairie Region,Total (house and land),32.6,normal,31.4,3.8216560509554234,Stable
1989-01,1989,1,Prairie Region,Total (house and land),32.6,normal,31.7,2.839116719242909,Stable
1989-02,1989,2,Prairie Region,Total (house and land),32.9,normal,31.8,3.459119496855339,Stable
1989-03,1989,3,Prairie Region,Total (house and land),33.0,normal,31.8,3.773584905660375,Stable
1989-04,1989,4,Prairie Region,Total (house and land),33.1,normal,32.0,3.4375000000000044,Stable
1989-05,1989,5,Prairie Region,Total (house and land),33.2,normal,32.0,3.750000000000009,Stable
1989-06,1989,6,Prairie Region,Total (house and land),33.4,normal,32.1,4.049844236760116,Stable
1989-07,1989,7,Prairie Region,Total (house and land),33.4,normal,32.2,3.7267080745341477,Stable
1989-08,1989,8,Prairie Region,Total (house and land),33.7,normal,32.4,4.012345679012359,Stable
1989-09,1989,9,Prairie Region,Total (house and land),34.0,normal,32.4,4.938271604938276,Stable
1989-10,1989,10,Prairie Region,Total (house and land),34.3,normal,32.5,5.538461538461529,Stable
1989-11,1989,11,Prairie Region,Total (house and land),34.6,normal,32.6,6.134969325153374,Stable
1989-12,1989,12,Prairie Region,Total (house and land),35.0,normal,32.6,7.361963190184044,Stable
1990-01,1990,1,Prairie Region,Total (house and land),35.4,normal,32.6,8.588957055214715,Stable
1990-02,1990,2,Prairie Region,Total (house and land),36.0,normal,32.9,9.422492401215809,Stable
1990-03,1990,3,Prairie Region,Total (house and land),36.8,normal,33.0,11.515151515151507,Stable
1990-04,1990,4,Prairie Region,Total (house and land),36.9,normal,33.1,11.480362537764341,Stable
1990-05,1990,5,Prairie Region,Total (house and land),36.9,normal,33.2,11.144578313252998,Stable
1990-06,1990,6,Prairie Region,Total (house and land),36.9,normal,33.4,10.479041916167665,Stable
1990-07,1990,7,Prairie Region,Total (house and land),36.8,normal,33.4,10.17964071856287,Stable
1990-08,1990,8,Prairie Region,Total (house and land),36.9,normal,33.7,9.49554896142432,Stable
1990-09,1990,9,Prairie Region,Total (house and land),36.8,normal,34.0,8.23529411764705,Stable
1990-10,1990,10,Prairie Region,Total (house and land),36.9,normal,34.3,7.580174927113707,Stable
1990-11,1990,11,Prairie Region,Total (house and land),36.9,normal,34.6,6.647398843930627,Stable
1990-12,1990,12,Prairie Region,Total (house and land),36.6,normal,35.0,4.571428571428576,Stable
1991-01,1991,1,Prairie Region,Total (house and land),36.6,normal,35.4,3.3898305084745846,Stable
1991-02,1991,2,Prairie Region,Total (house and land),36.5,normal,36.0,1.3888888888888888,Stable
1991-03,1991,3,Prairie Region,Total (house and land),36.6,normal,36.8,-0.5434782608695536,Stable
1991-04,1991,4,Prairie Region,Total (house and land),36.4,normal,36.9,-1.3550135501355014,Stable
1991-05,1991,5,Prairie Region,Total (house and land),36.4,normal,36.9,-1.3550135501355014,Stable
1991-06,1991,6,Prairie Region,Total (house and land),36.5,normal,36.9,-1.0840108401083972,Stable
1991-07,1991,7,Prairie Region,Total (house and land),36.4,normal,36.8,-1.0869565217391266,Stable
1991-08,1991,8,Prairie Region,Total (house and land),36.5,normal,36.9,-1.0840108401083972,Stable
1991-09,1991,9,Prairie Region,Total (house and land),36.5,normal,36.8,-0.8152173913043401,Stable
1991-10,1991,10,Prairie Region,Total (house and land),36.5,normal,36.9,-1.0840108401083972,Stable
1991-11,1991,11,Prairie Region,Total (house and land),36.4,normal,36.9,-1.3550135501355014,Stable
1991-12,1991,12,Prairie Region,Total (house and land),36.5,normal,36.6,-0.27322404371585085,Stable
1992-01,1992,1,Prairie Region,Total (house and land),36.3,normal,36.6,-0.8196721311475527,Stable
1992-02,1992,2,Prairie Region,Total (house and land),36.3,normal,36.5,-0.5479452054794599,Stable
1992-03,1992,3,Prairie Region,Total (house and land),36.6,normal,36.6,0.0,Stable
1992-04,1992,4,Prairie Region,Total (house and land),36.6,normal,36.4,0.5494505494505573,Stable
1992-05,1992,5,Prairie Region,Total (house and land),36.7,normal,36.4,0.824175824175836,Stable
1992-06,1992,6,Prairie Region,Total (house and land),36.8,normal,36.5,0.8219178082191704,Stable
1992-07,1992,7,Prairie Region,Total (house and land),36.8,normal,36.4,1.098901098901095,Stable
1992-08,1992,8,Prairie Region,Total (house and land),36.8,normal,36.5,0.8219178082191704,Stable
1992-09,1992,9,Prairie Region,Total (house and land),36.9,normal,36.5,1.0958904109589003,Stable
1992-10,1992,10,Prairie Region,Total (house and land),37.0,normal,36.5,1.36986301369863,Stable
1992-11,1992,11,Prairie Region,Total (house and land),37.0,normal,36.4,1.6483516483516523,Stable
1992-12,1992,12,Prairie Region,Total (house and land),37.1,normal,36.5,1.64383561643836,Stable
1993-01,1993,1,Prairie Region,Total (house and land),37.1,normal,36.3,2.203856749311307,Stable
1993-02,1993,2,Prairie Region,Total (house and land),37.5,normal,36.3,3.3057851239669507,Stable
1993-03,1993,3,Prairie Region,Total (house and land),38.4,normal,36.6,4.918032786885238,Stable
1993-04,1993,4,Prairie Region,Total (house and land),38.3,normal,36.6,4.644808743169388,Stable
1993-05,1993,5,Prairie Region,Total (house and land),38.3,normal,36.7,4.359673024523144,Stable
1993-06,1993,6,Prairie Region,Total (house and land),37.9,normal,36.8,2.989130434782613,Stable
1993-07,1993,7,Prairie Region,Total (house and land),37.9,normal,36.8,2.989130434782613,Stable
1993-08,1993,8,Prairie Region,Total (house and land),37.9,normal,36.8,2.989130434782613,Stable
1993-09,1993,9,Prairie Region,Total (house and land),37.9,normal,36.9,2.710027100271003,Stable
1993-10,1993,10,Prairie Region,Total (house and land),37.9,normal,37.0,2.432432432432429,Stable
1993-11,1993,11,Prairie Region,Total (house and land),38.0,normal,37.0,2.7027027027027026,Stable
1993-12,1993,12,Prairie Region,Total (house and land),38.2,normal,37.1,2.9649595687331574,Stable
1994-01,1994,1,Prairie Region,Total (house and land),38.5,normal,37.1,3.773584905660373,Stable
1994-02,1994,2,Prairie Region,Total (house and land),38.6,normal,37.5,2.933333333333337,Stable
1994-03,1994,3,Prairie Region,Total (house and land),38.8,normal,38.4,1.041666666666663,Stable
1994-04,1994,4,Prairie Region,Total (house and land),38.8,normal,38.3,1.3054830287206267,Stable
1994-05,1994,5,Prairie Region,Total (house and land),38.6,normal,38.3,0.7832898172323872,Stable
1994-06,1994,6,Prairie Region,Total (house and land),38.8,normal,37.9,2.374670184696566,Stable
1994-07,1994,7,Prairie Region,Total (house and land),38.8,normal,37.9,2.374670184696566,Stable
1994-08,1994,8,Prairie Region,Total (house and land),38.8,normal,37.9,2.374670184696566,Stable
1994-09,1994,9,Prairie Region,Total (house and land),38.8,normal,37.9,2.374670184696566,Stable
1994-10,1994,10,Prairie Region,Total (house and land),38.8,normal,37.9,2.374670184696566,Stable
1994-11,1994,11,Prairie Region,Total (house and land),38.8,normal,38.0,2.1052631578947296,Stable
1994-12,1994,12,Prairie Region,Total (house and land),38.8,normal,38.2,1.5706806282722363,Stable
1995-01,1995,1,Prairie Region,Total (house and land),38.8,normal,38.5,0.7792207792207718,Stable
1995-02,1995,2,Prairie Region,Total (house and land),38.6,normal,38.6,0.0,Stable
1995-03,1995,3,Prairie Region,Total (house and land),38.9,normal,38.8,0.2577319587628903,Stable
1995-04,1995,4,Prairie Region,Total (house and land),38.9,normal,38.8,0.2577319587628903,Stable
1995-05,1995,5,Prairie Region,Total (house and land),38.9,normal,38.6,0.7772020725388528,Stable
1995-06,1995,6,Prairie Region,Total (house and land),38.9,normal,38.8,0.2577319587628903,Stable
1995-07,1995,7,Prairie Region,Total (house and land),38.8,normal,38.8,0.0,Stable
1995-08,1995,8,Prairie Region,Total (house and land),38.8,normal,38.8,0.0,Stable
1995-09,1995,9,Prairie Region,Total (house and land),38.9,normal,38.8,0.2577319587628903,Stable
1995-10,1995,10,Prairie Region,Total (house and land),38.9,normal,38.8,0.2577319587628903,Stable
1995-11,1995,11,Prairie Region,Total (house and land),38.8,normal,38.8,0.0,Stable
1995-12,1995,12,Prairie Region,Total (house and land),38.7,normal,38.8,-0.25773195876287197,Stable
1996-01,1996,1,Prairie Region,Total (house and land),38.7,normal,38.8,-0.25773195876287197,Stable
1996-02,1996,2,Prairie Region,Total (house and land),38.7,normal,38.6,0.259067357512957,Stable
1996-03,1996,3,Prairie Region,Total (house and land),38.7,normal,38.9,-0.5141388174807088,Stable
1996-04,1996,4,Prairie Region,Total (house and land),38.8,normal,38.9,-0.25706940874036355,Stable
1996-05,1996,5,Prairie Region,Total (house and land),38.7,normal,38.9,-0.5141388174807088,Stable
1996-06,1996,6,Prairie Region,Total (house and land),38.9,normal,38.9,0.0,Stable
1996-07,1996,7,Prairie Region,Total (house and land),38.9,normal,38.8,0.2577319587628903,Stable
1996-08,1996,8,Prairie Region,Total (house and land),39.0,normal,38.8,0.5154639175257806,Stable
1996-09,1996,9,Prairie Region,Total (house and land),39.1,normal,38.9,0.5141388174807271,Stable
1996-10,1996,10,Prairie Region,Total (house and land),39.2,normal,38.9,0.7712082262210906,Stable
1996-11,1996,11,Prairie Region,Total (house and land),39.5,normal,38.8,1.8041237113402135,Stable
1996-12,1996,12,Prairie Region,Total (house and land),39.9,normal,38.7,3.1007751937984382,Stable
1997-01,1997,1,Prairie Region,Total (house and land),40.0,normal,38.7,3.3591731266149796,Stable
1997-02,1997,2,Prairie Region,Total (house and land),40.1,normal,38.7,3.617571059431521,Stable
1997-03,1997,3,Prairie Region,Total (house and land),40.3,normal,38.7,4.134366925064584,Stable
1997-04,1997,4,Prairie Region,Total (house and land),40.4,normal,38.8,4.12371134020619,Stable
1997-05,1997,5,Prairie Region,Total (house and land),40.5,normal,38.7,4.651162790697667,Stable
1997-06,1997,6,Prairie Region,Total (house and land),40.7,normal,38.9,4.627249357326489,Stable
1997-07,1997,7,Prairie Region,Total (house and land),40.8,normal,38.9,4.884318766066834,Stable
1997-08,1997,8,Prairie Region,Total (house and land),40.9,normal,39.0,4.871794871794869,Stable
1997-09,1997,9,Prairie Region,Total (house and land),41.0,normal,39.1,4.8593350383631675,Stable
1997-10,1997,10,Prairie Region,Total (house and land),41.4,normal,39.2,5.612244897959172,Stable
1997-11,1997,11,Prairie Region,Total (house and land),41.5,normal,39.5,5.063291139240507,Stable
1997-12,1997,12,Prairie Region,Total (house and land),41.8,normal,39.9,4.761904761904758,Stable
1998-01,1998,1,Prairie Region,Total (house and land),42.3,normal,40.0,5.749999999999993,Stable
1998-02,1998,2,Prairie Region,Total (house and land),42.4,normal,40.1,5.7356608478802915,Stable
1998-03,1998,3,Prairie Region,Total (house and land),42.5,normal,40.3,5.459057071960305,Stable
1998-04,1998,4,Prairie Region,Total (house and land),42.7,normal,40.4,5.6930693069307035,Stable
1998-05,1998,5,Prairie Region,Total (house and land),42.9,normal,40.5,5.925925925925923,Stable
1998-06,1998,6,Prairie Region,Total (house and land),43.2,normal,40.7,6.142506142506142,Stable
1998-07,1998,7,Prairie Region,Total (house and land),43.4,normal,40.8,6.372549019607847,Stable
1998-08,1998,8,Prairie Region,Total (house and land),43.5,normal,40.9,6.356968215158928,Stable
1998-09,1998,9,Prairie Region,Total (house and land),43.6,normal,41.0,6.341463414634149,Stable
1998-10,1998,10,Prairie Region,Total (house and land),43.6,normal,41.4,5.3140096618357555,Stable
1998-11,1998,11,Prairie Region,Total (house and land),43.7,normal,41.5,5.301204819277115,Stable
1998-12,1998,12,Prairie Region,Total (house and land),44.0,normal,41.8,5.26315789473685,Stable
1999-01,1999,1,Prairie Region,Total (house and land),44.1,normal,42.3,4.255319148936181,Stable
1999-02,1999,2,Prairie Region,Total (house and land),44.2,normal,42.4,4.2452830188679345,Stable
1999-03,1999,3,Prairie Region,Total (house and land),44.4,normal,42.5,4.470588235294114,Stable
1999-04,1999,4,Prairie Region,Total (house and land),44.5,normal,42.7,4.215456674473061,Stable
1999-05,1999,5,Prairie Region,Total (house and land),44.5,normal,42.9,3.729603729603733,Stable
1999-06,1999,6,Prairie Region,Total (house and land),44.6,normal,43.2,3.240740740740737,Stable
1999-07,1999,7,Prairie Region,Total (house and land),44.7,normal,43.4,2.9953917050691343,Stable
1999-08,1999,8,Prairie Region,Total (house and land),44.9,normal,43.5,3.2183908045976977,Stable
1999-09,1999,9,Prairie Region,Total (house and land),45.1,normal,43.6,3.4403669724770642,Stable
1999-10,1999,10,Prairie Region,Total (house and land),45.2,normal,43.6,3.6697247706422047,Stable
1999-11,1999,11,Prairie Region,Total (house and land),45.3,normal,43.7,3.6613272311212683,Stable
1999-12,1999,12,Prairie Region,Total (house and land),45.4,normal,44.0,3.1818181818181785,Stable
2000-01,2000,1,Prairie Region,Total (house and land),45.4,normal,44.1,2.947845804988656,Stable
2000-02,2000,2,Prairie Region,Total (house and land),45.5,normal,44.2,2.941176470588229,Stable
2000-03,2000,3,Prairie Region,Total (house and land),45.6,normal,44.4,2.7027027027027093,Stable
2000-04,2000,4,Prairie Region,Total (house and land),45.6,normal,44.5,2.4719101123595535,Stable
2000-05,2000,5,Prairie Region,Total (house and land),45.8,normal,44.5,2.921348314606735,Stable
2000-06,2000,6,Prairie Region,Total (house and land),45.7,normal,44.6,2.4663677130044874,Stable
2000-07,2000,7,Prairie Region,Total (house and land),45.8,normal,44.7,2.4608501118568107,Stable
2000-08,2000,8,Prairie Region,Total (house and land),45.9,normal,44.9,2.2271714922048997,Stable
2000-09,2000,9,Prairie Region,Total (house and land),45.9,normal,45.1,1.7738359201773775,Stable
2000-10,2000,10,Prairie Region,Total (house and land),46.1,normal,45.2,1.991150442477873,Stable
2000-11,2000,11,Prairie Region,Total (house and land),46.1,normal,45.3,1.766004415011047,Stable
