ref_date,year,month,geo,house_index,land_index,land_premium,label
1987-03,1987,3,New Brunswick,79.0,66.5,0.8417721518987342,Moderate
1987-03,1987,3,Newfoundland and Labrador,41.7,37.6,0.9016786570743405,Moderate
1987-03,1987,3,Nova Scotia,51.1,53.5,1.0469667318982387,Moderate
1987-03,1987,3,Ontario,43.9,50.7,1.1548974943052392,Moderate
1987-03,1987,3,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",44.7,55.7,1.2460850111856823,High Speculation
1987-03,1987,3,Prairie Region,32.1,25.9,0.806853582554517,Moderate
1987-03,1987,3,Quebec,46.2,37.1,0.803030303030303,Moderate
1987-03,1987,3,"Québec, Quebec",51.0,30.4,0.596078431372549,House-Driven
1987-03,1987,3,"Regina, Saskatchewan",24.8,25.2,1.0161290322580645,Moderate
1987-03,1987,3,"Saint John, Fredericton, and Moncton, New Brunswick",79.0,66.5,0.8417721518987342,Moderate
1987-03,1987,3,Saskatchewan,31.5,31.0,0.9841269841269841,Moderate
1987-03,1987,3,"Saskatoon, Saskatchewan",39.2,35.8,0.9132653061224488,Moderate
1987-03,1987,3,"St. Catharines-Niagara, Ontario",44.2,61.2,1.3846153846153846,High Speculation
1987-03,1987,3,"St. John's, Newfoundland and Labrador",41.7,37.6,0.9016786570743405,Moderate
1987-03,1987,3,"Toronto, Ontario",42.5,48.1,1.131764705882353,Moderate
1987-03,1987,3,"Vancouver, British Columbia",77.8,53.8,0.6915167095115681,House-Driven
1987-03,1987,3,"Victoria, British Columbia",146.5,32.7,0.22320819112627988,House-Driven
1987-03,1987,3,"Windsor, Ontario",75.7,59.6,0.7873183619550859,House-Driven
1987-03,1987,3,"Winnipeg, Manitoba",40.4,30.7,0.7599009900990099,House-Driven
1987-04,1987,4,Alberta,29.6,22.8,0.7702702702702703,House-Driven
1987-04,1987,4,Atlantic Region,54.6,47.2,0.8644688644688645,Moderate
1987-04,1987,4,British Columbia,83.0,50.7,0.6108433734939759,House-Driven
1987-04,1987,4,"Calgary, Alberta",26.3,20.7,0.7870722433460076,House-Driven
1987-04,1987,4,Canada,48.0,43.1,0.8979166666666667,Moderate
1987-04,1987,4,"Edmonton, Alberta",35.5,26.4,0.7436619718309859,House-Driven
1987-04,1987,4,"Greater Sudbury, Ontario",64.5,56.5,0.875968992248062,Moderate
1987-04,1987,4,"Halifax, Nova Scotia",51.1,53.5,1.0469667318982387,Moderate
1987-04,1987,4,"Hamilton, Ontario",43.6,60.2,1.3807339449541285,High Speculation
1987-04,1987,4,"Kitchener-Cambridge-Waterloo, Ontario",50.6,64.4,1.2727272727272727,High Speculation
1987-04,1987,4,"London, Ontario",44.8,61.3,1.3683035714285714,High Speculation
1987-04,1987,4,Manitoba,40.6,30.8,0.7586206896551724,House-Driven
1987-04,1987,4,"Montréal, Quebec",45.9,39.8,0.8671023965141612,Moderate
1987-04,1987,4,New Brunswick,79.0,66.5,0.8417721518987342,Moderate
1987-04,1987,4,Newfoundland and Labrador,41.7,37.8,0.9064748201438848,Moderate
1987-04,1987,4,Nova Scotia,51.1,53.5,1.0469667318982387,Moderate
1987-04,1987,4,Ontario,44.7,51.2,1.145413870246085,Moderate
1987-04,1987,4,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",45.1,56.2,1.246119733924612,High Speculation
1987-04,1987,4,Prairie Region,32.3,26.1,0.8080495356037153,Moderate
1987-04,1987,4,Quebec,46.8,37.6,0.8034188034188035,Moderate
1987-04,1987,4,"Québec, Quebec",51.3,30.9,0.6023391812865497,House-Driven
1987-04,1987,4,"Regina, Saskatchewan",24.8,25.3,1.0201612903225807,Moderate
1987-04,1987,4,"Saint John, Fredericton, and Moncton, New Brunswick",79.0,66.5,0.8417721518987342,Moderate
1987-04,1987,4,Saskatchewan,31.5,31.2,0.9904761904761904,Moderate
1987-04,1987,4,"Saskatoon, Saskatchewan",39.3,36.0,0.9160305343511451,Moderate
1987-04,1987,4,"St. Catharines-Niagara, Ontario",44.3,62.2,1.4040632054176074,High Speculation
1987-04,1987,4,"St. John's, Newfoundland and Labrador",41.7,37.8,0.9064748201438848,Moderate
1987-04,1987,4,"Toronto, Ontario",43.6,48.6,1.114678899082569,Moderate
1987-04,1987,4,"Vancouver, British Columbia",78.1,54.1,0.6927016645326505,House-Driven
1987-04,1987,4,"Victoria, British Columbia",146.5,32.7,0.22320819112627988,House-Driven
1987-04,1987,4,"Windsor, Ontario",76.6,60.9,0.7950391644908616,House-Driven
1987-04,1987,4,"Winnipeg, Manitoba",40.6,30.8,0.7586206896551724,House-Driven
1987-05,1987,5,Alberta,29.6,23.3,0.7871621621621622,House-Driven
1987-05,1987,5,Atlantic Region,55.1,47.6,0.8638838475499092,Moderate
1987-05,1987,5,British Columbia,83.1,50.7,0.6101083032490976,House-Driven
1987-05,1987,5,"Calgary, Alberta",26.3,21.4,0.8136882129277566,Moderate
1987-05,1987,5,Canada,48.3,43.5,0.9006211180124224,Moderate
1987-05,1987,5,"Edmonton, Alberta",35.5,26.7,0.752112676056338,House-Driven
1987-05,1987,5,"Greater Sudbury, Ontario",64.5,56.5,0.875968992248062,Moderate
1987-05,1987,5,"Halifax, Nova Scotia",51.9,54.3,1.046242774566474,Moderate
1987-05,1987,5,"Hamilton, Ontario",43.9,60.2,1.3712984054669706,High Speculation
1987-05,1987,5,"Kitchener-Cambridge-Waterloo, Ontario",50.9,64.4,1.2652259332023577,High Speculation
1987-05,1987,5,"London, Ontario",45.3,64.9,1.4326710816777044,High Speculation
1987-05,1987,5,Manitoba,40.4,30.8,0.7623762376237624,House-Driven
1987-05,1987,5,"Montréal, Quebec",46.3,41.0,0.8855291576673867,Moderate
1987-05,1987,5,New Brunswick,79.0,66.5,0.8417721518987342,Moderate
1987-05,1987,5,Newfoundland and Labrador,41.8,37.8,0.9043062200956937,Moderate
1987-05,1987,5,Nova Scotia,51.9,54.3,1.046242774566474,Moderate
1987-05,1987,5,Ontario,45.3,51.9,1.1456953642384107,Moderate
1987-05,1987,5,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",45.5,58.1,1.276923076923077,High Speculation
1987-05,1987,5,Prairie Region,32.2,26.4,0.8198757763975154,Moderate
1987-05,1987,5,Quebec,47.2,38.6,0.8177966101694915,Moderate
1987-05,1987,5,"Québec, Quebec",51.4,31.1,0.6050583657587549,House-Driven
1987-05,1987,5,"Regina, Saskatchewan",24.8,25.6,1.032258064516129,Moderate
1987-05,1987,5,"Saint John, Fredericton, and Moncton, New Brunswick",79.0,66.5,0.8417721518987342,Moderate
1987-05,1987,5,Saskatchewan,31.6,31.3,0.990506329113924,Moderate
1987-05,1987,5,"Saskatoon, Saskatchewan",39.5,36.0,0.9113924050632911,Moderate
1987-05,1987,5,"St. Catharines-Niagara, Ontario",44.3,62.2,1.4040632054176074,High Speculation
1987-05,1987,5,"St. John's, Newfoundland and Labrador",41.8,37.8,0.9043062200956937,Moderate
1987-05,1987,5,"Toronto, Ontario",44.1,49.1,1.1133786848072562,Moderate
1987-05,1987,5,"Vancouver, British Columbia",78.1,54.1,0.6927016645326505,House-Driven
1987-05,1987,5,"Victoria, British Columbia",146.5,32.7,0.22320819112627988,House-Driven
1987-05,1987,5,"Windsor, Ontario",77.2,60.9,0.7888601036269429,House-Driven
1987-05,1987,5,"Winnipeg, Manitoba",40.4,30.8,0.7623762376237624,House-Driven
1987-06,1987,6,Alberta,29.7,23.5,0.7912457912457913,House-Driven
1987-06,1987,6,Atlantic Region,55.3,47.8,0.864376130198915,Moderate
1987-06,1987,6,British Columbia,83.1,50.7,0.6101083032490976,House-Driven
1987-06,1987,6,"Calgary, Alberta",26.4,21.5,0.8143939393939394,Moderate
1987-06,1987,6,Canada,48.6,43.6,0.897119341563786,Moderate
1987-06,1987,6,"Edmonton, Alberta",35.5,26.8,0.7549295774647887,House-Driven
1987-06,1987,6,"Greater Sudbury, Ontario",72.2,60.6,0.8393351800554016,Moderate
1987-06,1987,6,"Halifax, Nova Scotia",52.1,54.7,1.0499040307101728,Moderate
1987-06,1987,6,"Hamilton, Ontario",44.7,61.0,1.3646532438478747,High Speculation
1987-06,1987,6,"Kitchener-Cambridge-Waterloo, Ontario",51.8,66.8,1.2895752895752897,High Speculation
1987-06,1987,6,"London, Ontario",45.3,64.9,1.4326710816777044,High Speculation
1987-06,1987,6,Manitoba,40.4,30.8,0.7623762376237624,House-Driven
1987-06,1987,6,"Montréal, Quebec",46.7,41.2,0.8822269807280514,Moderate
1987-06,1987,6,New Brunswick,79.0,66.5,0.8417721518987342,Moderate
1987-06,1987,6,Newfoundland and Labrador,41.8,37.8,0.9043062200956937,Moderate
1987-06,1987,6,Nova Scotia,52.1,54.7,1.0499040307101728,Moderate
1987-06,1987,6,Ontario,45.6,52.1,1.1425438596491229,Moderate
1987-06,1987,6,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",45.7,59.2,1.2954048140043763,High Speculation
1987-06,1987,6,Prairie Region,32.3,26.6,0.823529411764706,Moderate
1987-06,1987,6,Quebec,47.5,38.7,0.8147368421052632,Moderate
1987-06,1987,6,"Québec, Quebec",51.6,31.3,0.6065891472868217,House-Driven
1987-06,1987,6,"Regina, Saskatchewan",25.2,25.8,1.023809523809524,Moderate
1987-06,1987,6,"Saint John, Fredericton, and Moncton, New Brunswick",79.0,66.5,0.8417721518987342,Moderate
1987-06,1987,6,Saskatchewan,31.8,31.4,0.9874213836477986,Moderate
1987-06,1987,6,"Saskatoon, Saskatchewan",39.5,36.0,0.9113924050632911,Moderate
1987-06,1987,6,"St. Catharines-Niagara, Ontario",44.5,62.4,1.402247191011236,High Speculation
1987-06,1987,6,"St. John's, Newfoundland and Labrador",41.8,37.8,0.9043062200956937,Moderate
1987-06,1987,6,"Toronto, Ontario",44.4,48.9,1.1013513513513513,Moderate
1987-06,1987,6,"Vancouver, British Columbia",78.1,54.1,0.6927016645326505,House-Driven
1987-06,1987,6,"Victoria, British Columbia",146.5,32.7,0.22320819112627988,House-Driven
1987-06,1987,6,"Windsor, Ontario",77.9,60.9,0.7817715019255455,House-Driven
1987-06,1987,6,"Winnipeg, Manitoba",40.4,30.8,0.7623762376237624,House-Driven
1987-07,1987,7,Alberta,29.8,23.8,0.7986577181208053,House-Driven
1987-07,1987,7,Atlantic Region,55.3,47.8,0.864376130198915,Moderate
1987-07,1987,7,British Columbia,83.2,50.7,0.609375,House-Driven
1987-07,1987,7,"Calgary, Alberta",26.5,22.0,0.8301886792452831,Moderate
1987-07,1987,7,Canada,48.8,43.9,0.8995901639344263,Moderate
1987-07,1987,7,"Edmonton, Alberta",35.7,26.8,0.7507002801120448,House-Driven
1987-07,1987,7,"Greater Sudbury, Ontario",72.4,61.2,0.8453038674033149,Moderate
1987-07,1987,7,"Halifax, Nova Scotia",52.1,54.7,1.0499040307101728,Moderate
1987-07,1987,7,"Hamilton, Ontario",44.7,61.9,1.384787472035794,High Speculation
1987-07,1987,7,"Kitchener-Cambridge-Waterloo, Ontario",52.5,66.8,1.2723809523809524,High Speculation
1987-07,1987,7,"London, Ontario",45.7,64.9,1.4201312910284465,High Speculation
1987-07,1987,7,Manitoba,40.4,31.3,0.7747524752475248,House-Driven
1987-07,1987,7,"Montréal, Quebec",46.9,41.7,0.8891257995735609,Moderate
1987-07,1987,7,New Brunswick,79.0,66.6,0.8430379746835442,Moderate
1987-07,1987,7,Newfoundland and Labrador,42.0,37.8,0.8999999999999999,Moderate
1987-07,1987,7,Nova Scotia,52.1,54.7,1.0499040307101728,Moderate
1987-07,1987,7,Ontario,45.8,52.4,1.1441048034934498,Moderate
1987-07,1987,7,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",45.8,60.0,1.310043668122271,High Speculation
1987-07,1987,7,Prairie Region,32.4,26.9,0.8302469135802469,Moderate
1987-07,1987,7,Quebec,47.7,39.1,0.8197064989517819,Moderate
1987-07,1987,7,"Québec, Quebec",51.7,31.4,0.6073500967117987,House-Driven
1987-07,1987,7,"Regina, Saskatchewan",25.1,25.8,1.0278884462151394,Moderate
1987-07,1987,7,"Saint John, Fredericton, and Moncton, New Brunswick",79.0,66.6,0.8430379746835442,Moderate
1987-07,1987,7,Saskatchewan,31.9,31.5,0.987460815047022,Moderate
1987-07,1987,7,"Saskatoon, Saskatchewan",39.6,36.2,0.9141414141414141,Moderate
1987-07,1987,7,"St. Catharines-Niagara, Ontario",45.0,62.4,1.3866666666666667,High Speculation
1987-07,1987,7,"St. John's, Newfoundland and Labrador",42.0,37.8,0.8999999999999999,Moderate
1987-07,1987,7,"Toronto, Ontario",44.5,49.2,1.1056179775280899,Moderate
1987-07,1987,7,"Vancouver, British Columbia",78.1,54.1,0.6927016645326505,House-Driven
1987-07,1987,7,"Victoria, British Columbia",147.5,32.4,0.21966101694915252,House-Driven
1987-07,1987,7,"Windsor, Ontario",77.9,60.9,0.7817715019255455,House-Driven
1987-07,1987,7,"Winnipeg, Manitoba",40.4,31.3,0.7747524752475248,House-Driven
1987-08,1987,8,Alberta,30.0,23.9,0.7966666666666666,House-Driven
1987-08,1987,8,Atlantic Region,55.4,48.1,0.868231046931408,Moderate
1987-08,1987,8,British Columbia,83.9,51.1,0.6090584028605482,House-Driven
1987-08,1987,8,"Calgary, Alberta",26.6,22.1,0.8308270676691729,Moderate
1987-08,1987,8,Canada,49.0,44.2,0.9020408163265307,Moderate
1987-08,1987,8,"Edmonton, Alberta",36.0,27.0,0.75,House-Driven
1987-08,1987,8,"Greater Sudbury, Ontario",72.7,61.2,0.8418156808803301,Moderate
1987-08,1987,8,"Halifax, Nova Scotia",52.2,55.2,1.0574712643678161,Moderate
1987-08,1987,8,"Hamilton, Ontario",46.1,62.3,1.351409978308026,High Speculation
1987-08,1987,8,"Kitchener-Cambridge-Waterloo, Ontario",53.5,68.8,1.2859813084112148,High Speculation
1987-08,1987,8,"London, Ontario",45.8,66.8,1.4585152838427948,High Speculation
1987-08,1987,8,Manitoba,40.4,31.3,0.7747524752475248,House-Driven
1987-08,1987,8,"Montréal, Quebec",47.6,43.7,0.9180672268907564,Moderate
1987-08,1987,8,New Brunswick,79.0,66.6,0.8430379746835442,Moderate
1987-08,1987,8,Newfoundland and Labrador,42.2,37.8,0.895734597156398,Moderate
1987-08,1987,8,Nova Scotia,52.2,55.2,1.0574712643678161,Moderate
1987-08,1987,8,Ontario,45.9,52.7,1.1481481481481481,Moderate
1987-08,1987,8,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",45.8,60.4,1.3187772925764192,High Speculation
1987-08,1987,8,Prairie Region,32.5,26.9,0.8276923076923076,Moderate
1987-08,1987,8,Quebec,48.3,40.7,0.8426501035196688,Moderate
1987-08,1987,8,"Québec, Quebec",52.2,31.8,0.6091954022988506,House-Driven
1987-08,1987,8,"Regina, Saskatchewan",25.1,25.9,1.0318725099601593,Moderate
1987-08,1987,8,"Saint John, Fredericton, and Moncton, New Brunswick",79.0,66.6,0.8430379746835442,Moderate
1987-08,1987,8,Saskatchewan,31.9,31.5,0.987460815047022,Moderate
1987-08,1987,8,"Saskatoon, Saskatchewan",39.6,36.2,0.9141414141414141,Moderate
1987-08,1987,8,"St. Catharines-Niagara, Ontario",45.0,62.4,1.3866666666666667,High Speculation
1987-08,1987,8,"St. John's, Newfoundland and Labrador",42.2,37.8,0.895734597156398,Moderate
1987-08,1987,8,"Toronto, Ontario",44.5,49.2,1.1056179775280899,Moderate
1987-08,1987,8,"Vancouver, British Columbia",78.7,54.1,0.6874205844980941,House-Driven
1987-08,1987,8,"Victoria, British Columbia",149.6,34.8,0.23262032085561496,House-Driven
1987-08,1987,8,"Windsor, Ontario",77.9,60.9,0.7817715019255455,House-Driven
1987-08,1987,8,"Winnipeg, Manitoba",40.4,31.3,0.7747524752475248,House-Driven
1987-09,1987,9,Alberta,30.2,24.0,0.794701986754967,House-Driven
1987-09,1987,9,Atlantic Region,55.5,48.1,0.8666666666666667,Moderate
1987-09,1987,9,British Columbia,84.8,52.1,0.6143867924528302,House-Driven
1987-09,1987,9,"Calgary, Alberta",26.7,22.1,0.8277153558052435,Moderate
1987-09,1987,9,Canada,49.2,45.4,0.9227642276422764,Moderate
1987-09,1987,9,"Edmonton, Alberta",36.2,27.2,0.7513812154696132,House-Driven
1987-09,1987,9,"Greater Sudbury, Ontario",72.7,61.2,0.8418156808803301,Moderate
1987-09,1987,9,"Halifax, Nova Scotia",52.5,55.2,1.0514285714285714,Moderate
1987-09,1987,9,"Hamilton, Ontario",46.1,70.1,1.5206073752711495,High Speculation
1987-09,1987,9,"Kitchener-Cambridge-Waterloo, Ontario",53.5,69.0,1.2897196261682242,High Speculation
1987-09,1987,9,"London, Ontario",45.8,66.8,1.4585152838427948,High Speculation
1987-09,1987,9,Manitoba,40.7,31.8,0.7813267813267812,House-Driven
1987-09,1987,9,"Montréal, Quebec",48.0,44.9,0.9354166666666667,Moderate
1987-09,1987,9,New Brunswick,79.0,66.6,0.8430379746835442,Moderate
1987-09,1987,9,Newfoundland and Labrador,42.2,37.8,0.895734597156398,Moderate
1987-09,1987,9,Nova Scotia,52.5,55.2,1.0514285714285714,Moderate
1987-09,1987,9,Ontario,45.9,54.6,1.1895424836601307,Moderate
1987-09,1987,9,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",45.9,60.8,1.3246187363834423,High Speculation
1987-09,1987,9,Prairie Region,32.7,27.1,0.8287461773700305,Moderate
1987-09,1987,9,Quebec,48.8,41.6,0.8524590163934427,Moderate
1987-09,1987,9,"Québec, Quebec",52.7,32.1,0.6091081593927894,House-Driven
1987-09,1987,9,"Regina, Saskatchewan",25.1,25.9,1.0318725099601593,Moderate
1987-09,1987,9,"Saint John, Fredericton, and Moncton, New Brunswick",79.0,66.6,0.8430379746835442,Moderate
1987-09,1987,9,Saskatchewan,32.0,31.8,0.99375,Moderate
1987-09,1987,9,"Saskatoon, Saskatchewan",39.8,36.6,0.9195979899497488,Moderate
1987-09,1987,9,"St. Catharines-Niagara, Ontario",45.2,62.4,1.3805309734513274,High Speculation
1987-09,1987,9,"St. John's, Newfoundland and Labrador",42.2,37.8,0.895734597156398,Moderate
1987-09,1987,9,"Toronto, Ontario",44.4,51.3,1.1554054054054055,Moderate
1987-09,1987,9,"Vancouver, British Columbia",79.8,55.2,0.6917293233082707,House-Driven
1987-09,1987,9,"Victoria, British Columbia",149.3,34.9,0.2337575351640991,House-Driven
1987-09,1987,9,"Windsor, Ontario",77.9,60.9,0.7817715019255455,House-Driven
1987-09,1987,9,"Winnipeg, Manitoba",40.7,31.8,0.7813267813267812,House-Driven
1987-10,1987,10,Alberta,30.5,24.4,0.7999999999999999,House-Driven
1987-10,1987,10,Atlantic Region,55.6,48.1,0.8651079136690647,Moderate
1987-10,1987,10,British Columbia,84.8,52.1,0.6143867924528302,House-Driven
1987-10,1987,10,"Calgary, Alberta",27.2,22.8,0.8382352941176471,Moderate
1987-10,1987,10,Canada,49.3,45.6,0.924949290060852,Moderate
1987-10,1987,10,"Edmonton, Alberta",36.4,27.2,0.7472527472527473,House-Driven
1987-10,1987,10,"Greater Sudbury, Ontario",72.7,61.2,0.8418156808803301,Moderate
1987-10,1987,10,"Halifax, Nova Scotia",52.5,55.2,1.0514285714285714,Moderate
1987-10,1987,10,"Hamilton, Ontario",46.1,70.1,1.5206073752711495,High Speculation
1987-10,1987,10,"Kitchener-Cambridge-Waterloo, Ontario",53.5,69.2,1.2934579439252336,High Speculation
1987-10,1987,10,"London, Ontario",45.8,66.8,1.4585152838427948,High Speculation
1987-10,1987,10,Manitoba,40.6,31.8,0.7832512315270936,House-Driven
1987-10,1987,10,"Montréal, Quebec",48.1,45.5,0.9459459459459459,Moderate
1987-10,1987,10,New Brunswick,79.0,66.6,0.8430379746835442,Moderate
1987-10,1987,10,Newfoundland and Labrador,42.2,38.1,0.9028436018957345,Moderate
1987-10,1987,10,Nova Scotia,52.5,55.2,1.0514285714285714,Moderate
1987-10,1987,10,Ontario,46.0,55.0,1.1956521739130435,Moderate
1987-10,1987,10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",46.2,61.0,1.3203463203463202,High Speculation
1987-10,1987,10,Prairie Region,32.8,27.4,0.8353658536585367,Moderate
1987-10,1987,10,Quebec,49.0,42.1,0.8591836734693877,Moderate
1987-10,1987,10,"Québec, Quebec",53.5,32.2,0.6018691588785047,House-Driven
1987-10,1987,10,"Regina, Saskatchewan",25.1,25.9,1.0318725099601593,Moderate
1987-10,1987,10,"Saint John, Fredericton, and Moncton, New Brunswick",79.0,66.6,0.8430379746835442,Moderate
1987-10,1987,10,Saskatchewan,32.0,31.9,0.996875,Moderate
1987-10,1987,10,"Saskatoon, Saskatchewan",39.8,36.8,0.9246231155778895,Moderate
1987-10,1987,10,"St. Catharines-Niagara, Ontario",45.2,62.4,1.3805309734513274,High Speculation
1987-10,1987,10,"St. John's, Newfoundland and Labrador",42.2,38.1,0.9028436018957345,Moderate
1987-10,1987,10,"Toronto, Ontario",44.6,51.7,1.1591928251121077,Moderate
1987-10,1987,10,"Vancouver, British Columbia",79.8,55.2,0.6917293233082707,House-Driven
1987-10,1987,10,"Victoria, British Columbia",150.3,34.9,0.23220226214238188,House-Driven
1987-10,1987,10,"Windsor, Ontario",77.7,60.9,0.7837837837837838,House-Driven
1987-10,1987,10,"Winnipeg, Manitoba",40.6,31.8,0.7832512315270936,House-Driven
1987-11,1987,11,Alberta,30.4,24.6,0.8092105263157896,Moderate
1987-11,1987,11,Atlantic Region,55.7,48.6,0.8725314183123878,Moderate
1987-11,1987,11,British Columbia,85.0,52.1,0.6129411764705882,House-Driven
1987-11,1987,11,"Calgary, Alberta",27.2,22.9,0.8419117647058824,Moderate
1987-11,1987,11,Canada,49.5,45.9,0.9272727272727272,Moderate
1987-11,1987,11,"Edmonton, Alberta",36.3,27.6,0.7603305785123968,House-Driven
1987-11,1987,11,"Greater Sudbury, Ontario",74.4,61.2,0.8225806451612903,Moderate
1987-11,1987,11,"Halifax, Nova Scotia",52.7,56.0,1.0626185958254268,Moderate
1987-11,1987,11,"Hamilton, Ontario",47.1,70.1,1.4883227176220806,High Speculation
1987-11,1987,11,"Kitchener-Cambridge-Waterloo, Ontario",53.5,69.2,1.2934579439252336,High Speculation
1987-11,1987,11,"London, Ontario",46.0,66.8,1.452173913043478,High Speculation
1987-11,1987,11,Manitoba,40.6,31.8,0.7832512315270936,House-Driven
1987-11,1987,11,"Montréal, Quebec",48.6,45.6,0.9382716049382716,Moderate
1987-11,1987,11,New Brunswick,79.0,66.6,0.8430379746835442,Moderate
1987-11,1987,11,Newfoundland and Labrador,42.3,38.5,0.9101654846335698,Moderate
1987-11,1987,11,Nova Scotia,52.7,56.0,1.0626185958254268,Moderate
1987-11,1987,11,Ontario,46.1,55.4,1.2017353579175705,High Speculation
1987-11,1987,11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",46.3,61.8,1.3347732181425487,High Speculation
1987-11,1987,11,Prairie Region,32.8,27.6,0.8414634146341464,Moderate
1987-11,1987,11,Quebec,49.4,42.2,0.8542510121457491,Moderate
1987-11,1987,11,"Québec, Quebec",53.7,32.2,0.5996275605214153,House-Driven
1987-11,1987,11,"Regina, Saskatchewan",25.2,26.2,1.0396825396825398,Moderate
1987-11,1987,11,"Saint John, Fredericton, and Moncton, New Brunswick",79.0,66.6,0.8430379746835442,Moderate
1987-11,1987,11,Saskatchewan,32.1,32.0,0.9968847352024922,Moderate
1987-11,1987,11,"Saskatoon, Saskatchewan",39.8,36.8,0.9246231155778895,Moderate
1987-11,1987,11,"St. Catharines-Niagara, Ontario",45.9,62.4,1.3594771241830066,High Speculation
1987-11,1987,11,"St. John's, Newfoundland and Labrador",42.3,38.5,0.9101654846335698,Moderate
1987-11,1987,11,"Toronto, Ontario",44.5,52.2,1.1730337078651687,Moderate
1987-11,1987,11,"Vancouver, British Columbia",79.8,55.2,0.6917293233082707,House-Driven
1987-11,1987,11,"Victoria, British Columbia",150.8,34.9,0.23143236074270554,House-Driven
1987-11,1987,11,"Windsor, Ontario",77.6,60.9,0.7847938144329897,House-Driven
1987-11,1987,11,"Winnipeg, Manitoba",40.6,31.8,0.7832512315270936,House-Driven
1987-12,1987,12,Alberta,30.5,24.7,0.8098360655737704,Moderate
1987-12,1987,12,Atlantic Region,55.7,48.6,0.8725314183123878,Moderate
1987-12,1987,12,British Columbia,85.0,52.1,0.6129411764705882,House-Driven
1987-12,1987,12,"Calgary, Alberta",27.2,22.9,0.8419117647058824,Moderate
1987-12,1987,12,Canada,49.5,46.1,0.9313131313131313,Moderate
1987-12,1987,12,"Edmonton, Alberta",36.4,27.8,0.7637362637362638,House-Driven
1987-12,1987,12,"Greater Sudbury, Ontario",74.4,61.2,0.8225806451612903,Moderate
1987-12,1987,12,"Halifax, Nova Scotia",52.7,56.0,1.0626185958254268,Moderate
1987-12,1987,12,"Hamilton, Ontario",47.2,70.6,1.4957627118644066,High Speculation
1987-12,1987,12,"Kitchener-Cambridge-Waterloo, Ontario",53.3,70.6,1.324577861163227,High Speculation
1987-12,1987,12,"London, Ontario",46.0,66.8,1.452173913043478,High Speculation
1987-12,1987,12,Manitoba,40.6,31.8,0.7832512315270936,House-Driven
1987-12,1987,12,"Montréal, Quebec",48.8,45.9,0.9405737704918034,Moderate
1987-12,1987,12,New Brunswick,79.0,66.6,0.8430379746835442,Moderate
1987-12,1987,12,Newfoundland and Labrador,42.3,38.3,0.9054373522458629,Moderate
1987-12,1987,12,Nova Scotia,52.7,56.0,1.0626185958254268,Moderate
1987-12,1987,12,Ontario,46.2,55.7,1.2056277056277056,High Speculation
1987-12,1987,12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",46.4,62.8,1.353448275862069,High Speculation
1987-12,1987,12,Prairie Region,32.8,27.7,0.8445121951219513,Moderate
1987-12,1987,12,Quebec,49.6,42.5,0.8568548387096774,Moderate
1987-12,1987,12,"Québec, Quebec",53.9,32.5,0.6029684601113172,House-Driven
1987-12,1987,12,"Regina, Saskatchewan",25.2,26.2,1.0396825396825398,Moderate
1987-12,1987,12,"Saint John, Fredericton, and Moncton, New Brunswick",79.0,66.6,0.8430379746835442,Moderate
1987-12,1987,12,Saskatchewan,32.1,32.0,0.9968847352024922,Moderate
1987-12,1987,12,"Saskatoon, Saskatchewan",39.9,36.8,0.9223057644110275,Moderate
1987-12,1987,12,"St. Catharines-Niagara, Ontario",46.4,62.4,1.3448275862068966,High Speculation
1987-12,1987,12,"St. John's, Newfoundland and Labrador",42.3,38.3,0.9054373522458629,Moderate
1987-12,1987,12,"Toronto, Ontario",44.5,52.5,1.1797752808988764,Moderate
1987-12,1987,12,"Vancouver, British Columbia",79.8,55.2,0.6917293233082707,House-Driven
1987-12,1987,12,"Victoria, British Columbia",150.8,34.9,0.23143236074270554,House-Driven
1987-12,1987,12,"Windsor, Ontario",77.6,61.3,0.7899484536082474,House-Driven
1987-12,1987,12,"Winnipeg, Manitoba",40.6,31.8,0.7832512315270936,House-Driven
1988-01,1988,1,Alberta,30.9,25.3,0.8187702265372169,Moderate
1988-01,1988,1,Atlantic Region,55.7,48.6,0.8725314183123878,Moderate
1988-01,1988,1,British Columbia,85.4,52.1,0.6100702576112412,House-Driven
1988-01,1988,1,"Calgary, Alberta",27.8,23.9,0.8597122302158272,Moderate
1988-01,1988,1,Canada,49.7,46.4,0.9336016096579476,Moderate
1988-01,1988,1,"Edmonton, Alberta",36.6,27.8,0.7595628415300546,House-Driven
1988-01,1988,1,"Greater Sudbury, Ontario",74.4,61.2,0.8225806451612903,Moderate
1988-01,1988,1,"Halifax, Nova Scotia",52.7,56.0,1.0626185958254268,Moderate
1988-01,1988,1,"Hamilton, Ontario",47.2,70.6,1.4957627118644066,High Speculation
