ref_date,year,month,geo,price_category,value,status,value_last_year,yoy_change
2023-02,2023,2,"Calgary, Alberta",Total (house and land),124.8,normal,116.8,6.8493150684931505
2023-03,2023,3,"Calgary, Alberta",Total (house and land),124.9,normal,121.6,2.713815789473694
2023-04,2023,4,"Calgary, Alberta",Total (house and land),124.8,normal,123.5,1.0526315789473661
2023-05,2023,5,"Calgary, Alberta",Total (house and land),125.8,normal,125.2,0.47923322683705616
2023-06,2023,6,"Calgary, Alberta",Total (house and land),126.6,normal,125.3,1.0375099760574598
2023-07,2023,7,"Calgary, Alberta",Total (house and land),126.9,normal,124.9,1.6012810248198557
2023-08,2023,8,"Calgary, Alberta",Total (house and land),127.7,normal,125.2,1.996805111821086
2023-09,2023,9,"Calgary, Alberta",Total (house and land),127.8,normal,124.6,2.5682182985553794
2023-10,2023,10,"Calgary, Alberta",Total (house and land),127.8,normal,124.6,2.5682182985553794
2023-11,2023,11,"Calgary, Alberta",Total (house and land),127.6,normal,124.6,2.4077046548956664
2023-12,2023,12,"Calgary, Alberta",Total (house and land),128.1,normal,124.7,2.7265437048917334
2024-01,2024,1,"Calgary, Alberta",Total (house and land),127.9,normal,124.8,2.4839743589743657
2024-02,2024,2,"Calgary, Alberta",Total (house and land),128.0,normal,124.8,2.5641025641025665
2024-03,2024,3,"Calgary, Alberta",Total (house and land),128.6,normal,124.9,2.962369895916724
2024-04,2024,4,"Calgary, Alberta",Total (house and land),129.7,normal,124.8,3.9262820512820444
2024-05,2024,5,"Calgary, Alberta",Total (house and land),131.4,normal,125.8,4.451510333863282
2024-06,2024,6,"Calgary, Alberta",Total (house and land),132.4,normal,126.6,4.581358609794638
2024-07,2024,7,"Calgary, Alberta",Total (house and land),133.5,normal,126.9,5.200945626477536
2024-08,2024,8,"Calgary, Alberta",Total (house and land),132.9,normal,127.7,4.072043852779955
2024-09,2024,9,"Calgary, Alberta",Total (house and land),133.3,normal,127.8,4.30359937402192
2024-10,2024,10,"Calgary, Alberta",Total (house and land),133.5,normal,127.8,4.460093896713618
1982-01,1982,1,Canada,Total (house and land),40.3,normal,38.2,5.497382198952865
1982-02,1982,2,Canada,Total (house and land),40.3,normal,38.7,4.134366925064584
1982-03,1982,3,Canada,Total (house and land),40.1,normal,39.3,2.0356234096692223
1982-04,1982,4,Canada,Total (house and land),39.9,normal,39.9,0.0
1982-05,1982,5,Canada,Total (house and land),39.6,normal,40.6,-2.463054187192118
1982-06,1982,6,Canada,Total (house and land),39.3,normal,40.8,-3.6764705882352944
1982-07,1982,7,Canada,Total (house and land),39.0,normal,40.8,-4.411764705882346
1982-08,1982,8,Canada,Total (house and land),38.8,normal,40.6,-4.433497536945823
1982-09,1982,9,Canada,Total (house and land),38.4,normal,40.4,-4.9504950495049505
1982-10,1982,10,Canada,Total (house and land),38.3,normal,40.3,-4.962779156327544
1982-11,1982,11,Canada,Total (house and land),38.0,normal,40.2,-5.472636815920405
1982-12,1982,12,Canada,Total (house and land),37.9,normal,40.3,-5.95533498759305
1983-01,1983,1,Canada,Total (house and land),37.9,normal,40.3,-5.95533498759305
1983-02,1983,2,Canada,Total (house and land),37.9,normal,40.3,-5.95533498759305
1983-03,1983,3,Canada,Total (house and land),37.8,normal,40.1,-5.73566084788031
1983-04,1983,4,Canada,Total (house and land),37.8,normal,39.9,-5.263157894736846
1983-05,1983,5,Canada,Total (house and land),37.7,normal,39.6,-4.797979797979794
1983-06,1983,6,Canada,Total (house and land),37.8,normal,39.3,-3.816793893129771
1983-07,1983,7,Canada,Total (house and land),37.8,normal,39.0,-3.076923076923084
1983-08,1983,8,Canada,Total (house and land),38.0,normal,38.8,-2.0618556701030855
1983-09,1983,9,Canada,Total (house and land),38.0,normal,38.4,-1.041666666666663
1983-10,1983,10,Canada,Total (house and land),37.9,normal,38.3,-1.0443864229764976
1983-11,1983,11,Canada,Total (house and land),38.0,normal,38.0,0.0
1983-12,1983,12,Canada,Total (house and land),37.9,normal,37.9,0.0
1984-01,1984,1,Canada,Total (house and land),38.0,normal,37.9,0.2638522427440671
1984-02,1984,2,Canada,Total (house and land),38.0,normal,37.9,0.2638522427440671
1984-03,1984,3,Canada,Total (house and land),38.1,normal,37.8,0.793650793650805
1984-04,1984,4,Canada,Total (house and land),38.2,normal,37.8,1.0582010582010732
1984-05,1984,5,Canada,Total (house and land),38.2,normal,37.7,1.326259946949602
1984-06,1984,6,Canada,Total (house and land),38.1,normal,37.8,0.793650793650805
1984-07,1984,7,Canada,Total (house and land),38.1,normal,37.8,0.793650793650805
1984-08,1984,8,Canada,Total (house and land),38.0,normal,38.0,0.0
1984-09,1984,9,Canada,Total (house and land),37.9,normal,38.0,-0.2631578947368458
1984-10,1984,10,Canada,Total (house and land),37.9,normal,37.9,0.0
1984-11,1984,11,Canada,Total (house and land),37.8,normal,38.0,-0.5263157894736916
1984-12,1984,12,Canada,Total (house and land),37.9,normal,37.9,0.0
1985-01,1985,1,Canada,Total (house and land),38.0,normal,38.0,0.0
1985-02,1985,2,Canada,Total (house and land),38.0,normal,38.0,0.0
1985-03,1985,3,Canada,Total (house and land),38.1,normal,38.1,0.0
1985-04,1985,4,Canada,Total (house and land),38.1,normal,38.2,-0.2617801047120456
1985-05,1985,5,Canada,Total (house and land),38.1,normal,38.2,-0.2617801047120456
1985-06,1985,6,Canada,Total (house and land),38.3,normal,38.1,0.5249343832020885
1985-07,1985,7,Canada,Total (house and land),38.4,normal,38.1,0.7874015748031421
1985-08,1985,8,Canada,Total (house and land),38.5,normal,38.0,1.3157894736842104
1985-09,1985,9,Canada,Total (house and land),38.8,normal,37.9,2.374670184696566
1985-10,1985,10,Canada,Total (house and land),38.9,normal,37.9,2.638522427440633
1985-11,1985,11,Canada,Total (house and land),39.2,normal,37.8,3.703703703703719
1985-12,1985,12,Canada,Total (house and land),39.3,normal,37.9,3.693931398416883
1986-01,1986,1,Canada,Total (house and land),39.8,normal,38.0,4.73684210526315
1986-02,1986,2,Canada,Total (house and land),40.3,normal,38.0,6.052631578947361
1986-03,1986,3,Canada,Total (house and land),40.6,normal,38.1,6.561679790026247
1986-04,1986,4,Canada,Total (house and land),40.8,normal,38.1,7.086614173228336
1986-05,1986,5,Canada,Total (house and land),41.1,normal,38.1,7.874015748031496
1986-06,1986,6,Canada,Total (house and land),41.3,normal,38.3,7.83289817232376
1986-07,1986,7,Canada,Total (house and land),41.6,normal,38.4,8.333333333333341
1986-08,1986,8,Canada,Total (house and land),42.0,normal,38.5,9.090909090909092
1986-09,1986,9,Canada,Total (house and land),42.8,normal,38.8,10.309278350515465
1986-10,1986,10,Canada,Total (house and land),43.2,normal,38.9,11.053984575835486
1986-11,1986,11,Canada,Total (house and land),43.8,normal,39.2,11.734693877551006
1986-12,1986,12,Canada,Total (house and land),44.0,normal,39.3,11.959287531806623
1987-01,1987,1,Canada,Total (house and land),44.4,normal,39.8,11.557788944723622
1987-02,1987,2,Canada,Total (house and land),45.2,normal,40.3,12.158808933002497
1987-03,1987,3,Canada,Total (house and land),46.6,normal,40.6,14.778325123152708
1987-04,1987,4,Canada,Total (house and land),47.1,normal,40.8,15.441176470588246
1987-05,1987,5,Canada,Total (house and land),47.5,normal,41.1,15.571776155717757
1987-06,1987,6,Canada,Total (house and land),47.7,normal,41.3,15.496368038740934
1987-07,1987,7,Canada,Total (house and land),48.0,normal,41.6,15.38461538461538
1987-08,1987,8,Canada,Total (house and land),48.2,normal,42.0,14.761904761904768
1987-09,1987,9,Canada,Total (house and land),48.7,normal,42.8,13.785046728971977
1987-10,1987,10,Canada,Total (house and land),48.9,normal,43.2,13.194444444444434
1987-11,1987,11,Canada,Total (house and land),49.1,normal,43.8,12.100456621004577
1987-12,1987,12,Canada,Total (house and land),49.1,normal,44.0,11.590909090909095
1988-01,1988,1,Canada,Total (house and land),49.3,normal,44.4,11.036036036036032
1988-02,1988,2,Canada,Total (house and land),49.8,normal,45.2,10.176991150442465
1988-03,1988,3,Canada,Total (house and land),50.3,normal,46.6,7.93991416309012
1988-04,1988,4,Canada,Total (house and land),51.2,normal,47.1,8.704883227176223
1988-05,1988,5,Canada,Total (house and land),51.9,normal,47.5,9.263157894736839
1988-06,1988,6,Canada,Total (house and land),52.3,normal,47.7,9.643605870020952
1988-07,1988,7,Canada,Total (house and land),52.5,normal,48.0,9.375
1988-08,1988,8,Canada,Total (house and land),53.0,normal,48.2,9.958506224066383
1988-09,1988,9,Canada,Total (house and land),53.9,normal,48.7,10.677618069815185
1988-10,1988,10,Canada,Total (house and land),54.3,normal,48.9,11.04294478527607
1988-11,1988,11,Canada,Total (house and land),55.0,normal,49.1,12.016293279022399
1988-12,1988,12,Canada,Total (house and land),55.8,normal,49.1,13.64562118126272
1989-01,1989,1,Canada,Total (house and land),56.3,normal,49.3,14.198782961460447
1989-02,1989,2,Canada,Total (house and land),57.7,normal,49.8,15.863453815261055
1989-03,1989,3,Canada,Total (house and land),58.6,normal,50.3,16.500994035785297
1989-04,1989,4,Canada,Total (house and land),59.1,normal,51.2,15.429687499999996
1989-05,1989,5,Canada,Total (house and land),59.3,normal,51.9,14.25818882466281
1989-06,1989,6,Canada,Total (house and land),59.6,normal,52.3,13.95793499043978
1989-07,1989,7,Canada,Total (house and land),59.8,normal,52.5,13.9047619047619
1989-08,1989,8,Canada,Total (house and land),59.8,normal,53.0,12.830188679245277
1989-09,1989,9,Canada,Total (house and land),60.1,normal,53.9,11.502782931354366
1989-10,1989,10,Canada,Total (house and land),60.4,normal,54.3,11.233885819521182
1989-11,1989,11,Canada,Total (house and land),60.8,normal,55.0,10.54545454545454
1989-12,1989,12,Canada,Total (house and land),61.1,normal,55.8,9.498207885304668
1990-01,1990,1,Canada,Total (house and land),61.7,normal,56.3,9.591474245115464
1990-02,1990,2,Canada,Total (house and land),61.8,normal,57.7,7.1057192374349984
1990-03,1990,3,Canada,Total (house and land),61.9,normal,58.6,5.631399317406139
1990-04,1990,4,Canada,Total (house and land),61.8,normal,59.1,4.568527918781719
1990-05,1990,5,Canada,Total (house and land),61.5,normal,59.3,3.709949409780781
1990-06,1990,6,Canada,Total (house and land),60.8,normal,59.6,2.0134228187919394
1990-07,1990,7,Canada,Total (house and land),60.4,normal,59.8,1.0033444816053536
1990-08,1990,8,Canada,Total (house and land),59.8,normal,59.8,0.0
1990-09,1990,9,Canada,Total (house and land),59.0,normal,60.1,-1.8302828618968408
1990-10,1990,10,Canada,Total (house and land),58.6,normal,60.4,-2.980132450331121
1990-11,1990,11,Canada,Total (house and land),58.0,normal,60.8,-4.605263157894733
1990-12,1990,12,Canada,Total (house and land),57.8,normal,61.1,-5.400981996726684
1991-01,1991,1,Canada,Total (house and land),56.9,normal,61.7,-7.7795786061588394
1991-02,1991,2,Canada,Total (house and land),55.8,normal,61.8,-9.70873786407767
1991-03,1991,3,Canada,Total (house and land),56.0,normal,61.9,-9.531502423263326
1991-04,1991,4,Canada,Total (house and land),55.8,normal,61.8,-9.70873786407767
1991-05,1991,5,Canada,Total (house and land),56.2,normal,61.5,-8.617886178861783
1991-06,1991,6,Canada,Total (house and land),56.2,normal,60.8,-7.565789473684202
1991-07,1991,7,Canada,Total (house and land),56.3,normal,60.4,-6.788079470198678
1991-08,1991,8,Canada,Total (house and land),56.2,normal,59.8,-6.020066889632098
1991-09,1991,9,Canada,Total (house and land),56.2,normal,59.0,-4.745762711864402
1991-10,1991,10,Canada,Total (house and land),56.2,normal,58.6,-4.0955631399317385
1991-11,1991,11,Canada,Total (house and land),55.9,normal,58.0,-3.6206896551724164
1991-12,1991,12,Canada,Total (house and land),55.9,normal,57.8,-3.2871972318339076
1992-01,1992,1,Canada,Total (house and land),55.8,normal,56.9,-1.9332161687170502
1992-02,1992,2,Canada,Total (house and land),55.8,normal,55.8,0.0
1992-03,1992,3,Canada,Total (house and land),55.9,normal,56.0,-0.1785714285714311
1992-04,1992,4,Canada,Total (house and land),56.0,normal,55.8,0.35842293906810546
1992-05,1992,5,Canada,Total (house and land),56.0,normal,56.2,-0.3558718861210015
1992-06,1992,6,Canada,Total (house and land),56.2,normal,56.2,0.0
1992-07,1992,7,Canada,Total (house and land),56.3,normal,56.3,0.0
1992-08,1992,8,Canada,Total (house and land),56.3,normal,56.2,0.1779359430604881
1992-09,1992,9,Canada,Total (house and land),56.2,normal,56.2,0.0
1992-10,1992,10,Canada,Total (house and land),56.3,normal,56.2,0.1779359430604881
1992-11,1992,11,Canada,Total (house and land),56.3,normal,55.9,0.7155635062611782
1992-12,1992,12,Canada,Total (house and land),56.3,normal,55.9,0.7155635062611782
1993-01,1993,1,Canada,Total (house and land),56.2,normal,55.8,0.7168458781362109
1993-02,1993,2,Canada,Total (house and land),56.4,normal,55.8,1.0752688172043037
1993-03,1993,3,Canada,Total (house and land),56.7,normal,55.9,1.431127012522369
1993-04,1993,4,Canada,Total (house and land),57.0,normal,56.0,1.7857142857142856
1993-05,1993,5,Canada,Total (house and land),56.8,normal,56.0,1.4285714285714235
1993-06,1993,6,Canada,Total (house and land),56.9,normal,56.2,1.24555160142348
1993-07,1993,7,Canada,Total (house and land),57.0,normal,56.3,1.2433392539964527
1993-08,1993,8,Canada,Total (house and land),57.1,normal,56.3,1.4209591474245191
1993-09,1993,9,Canada,Total (house and land),57.1,normal,56.2,1.6014234875444813
1993-10,1993,10,Canada,Total (house and land),57.0,normal,56.3,1.2433392539964527
1993-11,1993,11,Canada,Total (house and land),57.0,normal,56.3,1.2433392539964527
1993-12,1993,12,Canada,Total (house and land),56.9,normal,56.3,1.0657193605683863
1994-01,1994,1,Canada,Total (house and land),57.0,normal,56.2,1.4234875444839807
1994-02,1994,2,Canada,Total (house and land),56.9,normal,56.4,0.8865248226950355
1994-03,1994,3,Canada,Total (house and land),56.9,normal,56.7,0.3527336860670119
1994-04,1994,4,Canada,Total (house and land),56.9,normal,57.0,-0.17543859649123056
1994-05,1994,5,Canada,Total (house and land),56.9,normal,56.8,0.17605633802817153
1994-06,1994,6,Canada,Total (house and land),57.0,normal,56.9,0.175746924428825
1994-07,1994,7,Canada,Total (house and land),56.9,normal,57.0,-0.17543859649123056
1994-08,1994,8,Canada,Total (house and land),57.0,normal,57.1,-0.17513134851138604
1994-09,1994,9,Canada,Total (house and land),57.0,normal,57.1,-0.17513134851138604
1994-10,1994,10,Canada,Total (house and land),56.9,normal,57.0,-0.17543859649123056
1994-11,1994,11,Canada,Total (house and land),56.8,normal,57.0,-0.3508771929824611
1994-12,1994,12,Canada,Total (house and land),56.8,normal,56.9,-0.175746924428825
1995-01,1995,1,Canada,Total (house and land),56.8,normal,57.0,-0.3508771929824611
1995-02,1995,2,Canada,Total (house and land),56.7,normal,56.9,-0.3514938488576375
1995-03,1995,3,Canada,Total (house and land),56.6,normal,56.9,-0.5272407732864625
1995-04,1995,4,Canada,Total (house and land),56.5,normal,56.9,-0.7029876977152875
1995-05,1995,5,Canada,Total (house and land),56.4,normal,56.9,-0.8787346221441126
1995-06,1995,6,Canada,Total (house and land),56.3,normal,57.0,-1.2280701754386014
1995-07,1995,7,Canada,Total (house and land),56.2,normal,56.9,-1.23022847100175
1995-08,1995,8,Canada,Total (house and land),56.2,normal,57.0,-1.4035087719298196
1995-09,1995,9,Canada,Total (house and land),56.2,normal,57.0,-1.4035087719298196
1995-10,1995,10,Canada,Total (house and land),55.9,normal,56.9,-1.7574692442882252
1995-11,1995,11,Canada,Total (house and land),55.6,normal,56.8,-2.112676056338021
1995-12,1995,12,Canada,Total (house and land),55.7,normal,56.8,-1.9366197183098492
1996-01,1996,1,Canada,Total (house and land),55.6,normal,56.8,-2.112676056338021
1996-02,1996,2,Canada,Total (house and land),55.4,normal,56.7,-2.2927689594356337
1996-03,1996,3,Canada,Total (house and land),55.3,normal,56.6,-2.296819787985873
1996-04,1996,4,Canada,Total (house and land),55.1,normal,56.5,-2.477876106194688
1996-05,1996,5,Canada,Total (house and land),55.0,normal,56.4,-2.482269503546097
1996-06,1996,6,Canada,Total (house and land),55.1,normal,56.3,-2.13143872113676
1996-07,1996,7,Canada,Total (house and land),55.0,normal,56.2,-2.1352313167259838
1996-08,1996,8,Canada,Total (house and land),55.0,normal,56.2,-2.1352313167259838
1996-09,1996,9,Canada,Total (house and land),55.0,normal,56.2,-2.1352313167259838
1996-10,1996,10,Canada,Total (house and land),55.0,normal,55.9,-1.610017889087654
1996-11,1996,11,Canada,Total (house and land),55.2,normal,55.6,-0.7194244604316521
1996-12,1996,12,Canada,Total (house and land),55.2,normal,55.7,-0.8976660682226212
1997-01,1997,1,Canada,Total (house and land),55.3,normal,55.6,-0.5395683453237486
1997-02,1997,2,Canada,Total (house and land),55.4,normal,55.4,0.0
1997-03,1997,3,Canada,Total (house and land),55.5,normal,55.3,0.36166365280289847
1997-04,1997,4,Canada,Total (house and land),55.5,normal,55.1,0.725952813067148
1997-05,1997,5,Canada,Total (house and land),55.6,normal,55.0,1.0909090909090935
1997-06,1997,6,Canada,Total (house and land),55.6,normal,55.1,0.9074410163339384
1997-07,1997,7,Canada,Total (house and land),55.6,normal,55.0,1.0909090909090935
1997-08,1997,8,Canada,Total (house and land),55.6,normal,55.0,1.0909090909090935
1997-09,1997,9,Canada,Total (house and land),55.6,normal,55.0,1.0909090909090935
1997-10,1997,10,Canada,Total (house and land),55.6,normal,55.0,1.0909090909090935
1997-11,1997,11,Canada,Total (house and land),55.8,normal,55.2,1.08695652173912
1997-12,1997,12,Canada,Total (house and land),55.9,normal,55.2,1.2681159420289778
1998-01,1998,1,Canada,Total (house and land),56.0,normal,55.3,1.2658227848101318
1998-02,1998,2,Canada,Total (house and land),56.0,normal,55.4,1.0830324909747318
1998-03,1998,3,Canada,Total (house and land),56.0,normal,55.5,0.9009009009009009
1998-04,1998,4,Canada,Total (house and land),56.0,normal,55.5,0.9009009009009009
1998-05,1998,5,Canada,Total (house and land),56.1,normal,55.6,0.8992805755395683
1998-06,1998,6,Canada,Total (house and land),56.2,normal,55.6,1.0791366906474844
1998-07,1998,7,Canada,Total (house and land),56.2,normal,55.6,1.0791366906474844
1998-08,1998,8,Canada,Total (house and land),56.2,normal,55.6,1.0791366906474844
1998-09,1998,9,Canada,Total (house and land),56.2,normal,55.6,1.0791366906474844
1998-10,1998,10,Canada,Total (house and land),56.2,normal,55.6,1.0791366906474844
1998-11,1998,11,Canada,Total (house and land),56.2,normal,55.8,0.7168458781362109
1998-12,1998,12,Canada,Total (house and land),56.3,normal,55.9,0.7155635062611782
1999-01,1999,1,Canada,Total (house and land),56.3,normal,56.0,0.5357142857142806
1999-02,1999,2,Canada,Total (house and land),56.3,normal,56.0,0.5357142857142806
1999-03,1999,3,Canada,Total (house and land),56.4,normal,56.0,0.7142857142857117
1999-04,1999,4,Canada,Total (house and land),56.4,normal,56.0,0.7142857142857117
1999-05,1999,5,Canada,Total (house and land),56.4,normal,56.1,0.534759358288765
1999-06,1999,6,Canada,Total (house and land),56.4,normal,56.2,0.35587188612098886
1999-07,1999,7,Canada,Total (house and land),56.5,normal,56.2,0.5338078291814896
1999-08,1999,8,Canada,Total (house and land),56.7,normal,56.2,0.889679715302491
1999-09,1999,9,Canada,Total (house and land),56.8,normal,56.2,1.0676156583629792
1999-10,1999,10,Canada,Total (house and land),56.9,normal,56.2,1.24555160142348
1999-11,1999,11,Canada,Total (house and land),57.1,normal,56.2,1.6014234875444813
1999-12,1999,12,Canada,Total (house and land),57.2,normal,56.3,1.5985790408525855
2000-01,2000,1,Canada,Total (house and land),57.2,normal,56.3,1.5985790408525855
2000-02,2000,2,Canada,Total (house and land),57.4,normal,56.3,1.953818827708706
2000-03,2000,3,Canada,Total (house and land),57.5,normal,56.4,1.9503546099290805
2000-04,2000,4,Canada,Total (house and land),57.6,normal,56.4,2.1276595744680904
2000-05,2000,5,Canada,Total (house and land),57.8,normal,56.4,2.482269503546097
2000-06,2000,6,Canada,Total (house and land),57.8,normal,56.4,2.482269503546097
2000-07,2000,7,Canada,Total (house and land),57.9,normal,56.5,2.477876106194688
2000-08,2000,8,Canada,Total (house and land),58.1,normal,56.7,2.4691358024691334
2000-09,2000,9,Canada,Total (house and land),58.2,normal,56.8,2.4647887323943762
2000-10,2000,10,Canada,Total (house and land),58.3,normal,56.9,2.4604569420035123
2000-11,2000,11,Canada,Total (house and land),58.5,normal,57.1,2.451838879159367
2000-12,2000,12,Canada,Total (house and land),58.6,normal,57.2,2.447552447552445
2001-01,2001,1,Canada,Total (house and land),58.7,normal,57.2,2.6223776223776225
2001-02,2001,2,Canada,Total (house and land),58.8,normal,57.4,2.4390243902439
2001-03,2001,3,Canada,Total (house and land),59.0,normal,57.5,2.608695652173913
2001-04,2001,4,Canada,Total (house and land),59.2,normal,57.6,2.77777777777778
2001-05,2001,5,Canada,Total (house and land),59.3,normal,57.8,2.595155709342561
2001-06,2001,6,Canada,Total (house and land),59.5,normal,57.8,2.9411764705882404
2001-07,2001,7,Canada,Total (house and land),59.6,normal,57.9,2.9360967184801434
2001-08,2001,8,Canada,Total (house and land),59.7,normal,58.1,2.753872633390708
2001-09,2001,9,Canada,Total (house and land),59.9,normal,58.2,2.920962199312707
2001-10,2001,10,Canada,Total (house and land),59.9,normal,58.3,2.7444253859348224
2001-11,2001,11,Canada,Total (house and land),60.1,normal,58.5,2.7350427350427373
2001-12,2001,12,Canada,Total (house and land),60.2,normal,58.6,2.730375426621163
2002-01,2002,1,Canada,Total (house and land),60.4,normal,58.7,2.8960817717206058
2002-02,2002,2,Canada,Total (house and land),60.8,normal,58.8,3.4013605442176873
2002-03,2002,3,Canada,Total (house and land),61.0,normal,59.0,3.389830508474576
2002-04,2002,4,Canada,Total (house and land),61.4,normal,59.2,3.7162162162162087
2002-05,2002,5,Canada,Total (house and land),61.8,normal,59.3,4.215851602023609
2002-06,2002,6,Canada,Total (house and land),61.9,normal,59.5,4.0336134453781485
2002-07,2002,7,Canada,Total (house and land),62.0,normal,59.6,4.02684563758389
2002-08,2002,8,Canada,Total (house and land),62.3,normal,59.7,4.355108877721933
2002-09,2002,9,Canada,Total (house and land),62.4,normal,59.9,4.173622704507513
2002-10,2002,10,Canada,Total (house and land),62.7,normal,59.9,4.674457429048421
2002-11,2002,11,Canada,Total (house and land),63.1,normal,60.1,4.9916805324459235
2002-12,2002,12,Canada,Total (house and land),63.3,normal,60.2,5.149501661129558
2003-01,2003,1,Canada,Total (house and land),63.4,normal,60.4,4.966887417218543
2003-02,2003,2,Canada,Total (house and land),63.8,normal,60.8,4.934210526315789
2003-03,2003,3,Canada,Total (house and land),63.9,normal,61.0,4.754098360655735
2003-04,2003,4,Canada,Total (house and land),64.1,normal,61.4,4.397394136807811
2003-05,2003,5,Canada,Total (house and land),64.5,normal,61.8,4.368932038834957
2003-06,2003,6,Canada,Total (house and land),64.7,normal,61.9,4.52342487883684
2003-07,2003,7,Canada,Total (house and land),64.9,normal,62.0,4.677419354838719
2003-08,2003,8,Canada,Total (house and land),65.2,normal,62.3,4.6548956661316305
2003-09,2003,9,Canada,Total (house and land),65.5,normal,62.4,4.967948717948721
2003-10,2003,10,Canada,Total (house and land),65.8,normal,62.7,4.944178628389145
2003-11,2003,11,Canada,Total (house and land),66.3,normal,63.1,5.071315372424716
2003-12,2003,12,Canada,Total (house and land),66.5,normal,63.3,5.055292259083733
2004-01,2004,1,Canada,Total (house and land),66.7,normal,63.4,5.205047318611994
2004-02,2004,2,Canada,Total (house and land),66.9,normal,63.8,4.85893416927901
2004-03,2004,3,Canada,Total (house and land),67.2,normal,63.9,5.164319248826297
2004-04,2004,4,Canada,Total (house and land),67.7,normal,64.1,5.616224648985973
2004-05,2004,5,Canada,Total (house and land),68.2,normal,64.5,5.736434108527136
2004-06,2004,6,Canada,Total (house and land),68.7,normal,64.7,6.182380216383308
2004-07,2004,7,Canada,Total (house and land),68.8,normal,64.9,6.009244992295826
2004-08,2004,8,Canada,Total (house and land),69.1,normal,65.2,5.981595092024527
2004-09,2004,9,Canada,Total (house and land),69.3,normal,65.5,5.801526717557247
2004-10,2004,10,Canada,Total (house and land),69.5,normal,65.8,5.623100303951372
2004-11,2004,11,Canada,Total (house and land),69.8,normal,66.3,5.279034690799397
2004-12,2004,12,Canada,Total (house and land),69.9,normal,66.5,5.112781954887226
2005-01,2005,1,Canada,Total (house and land),70.1,normal,66.7,5.097451274362806
2005-02,2005,2,Canada,Total (house and land),70.3,normal,66.9,5.082212257100136
2005-03,2005,3,Canada,Total (house and land),70.6,normal,67.2,5.059523809523796
2005-04,2005,4,Canada,Total (house and land),71.0,normal,67.7,4.874446085672078
2005-05,2005,5,Canada,Total (house and land),71.3,normal,68.2,4.545454545454537
2005-06,2005,6,Canada,Total (house and land),71.9,normal,68.7,4.657933042212522
2005-07,2005,7,Canada,Total (house and land),72.0,normal,68.8,4.651162790697678
2005-08,2005,8,Canada,Total (house and land),72.3,normal,69.1,4.6309696092619435
2005-09,2005,9,Canada,Total (house and land),72.7,normal,69.3,4.9062049062049145
2005-10,2005,10,Canada,Total (house and land),73.2,normal,69.5,5.323741007194249
2005-11,2005,11,Canada,Total (house and land),73.6,normal,69.8,5.444126074498564
2005-12,2005,12,Canada,Total (house and land),74.1,normal,69.9,6.008583690987108
2006-01,2006,1,Canada,Total (house and land),74.7,normal,70.1,6.562054208273907
2006-02,2006,2,Canada,Total (house and land),75.2,normal,70.3,6.97012802275961
2006-03,2006,3,Canada,Total (house and land),76.0,normal,70.6,7.648725212464598
2006-04,2006,4,Canada,Total (house and land),76.9,normal,71.0,8.309859154929585
2006-05,2006,5,Canada,Total (house and land),77.8,normal,71.3,9.1164095371669
2006-06,2006,6,Canada,Total (house and land),79.0,normal,71.9,9.874826147426974
2006-07,2006,7,Canada,Total (house and land),79.8,normal,72.0,10.83333333333333
2006-08,2006,8,Canada,Total (house and land),81.0,normal,72.3,12.033195020746893
2006-09,2006,9,Canada,Total (house and land),81.4,normal,72.7,11.966987620357637
2006-10,2006,10,Canada,Total (house and land),81.6,normal,73.2,11.47540983606556
2006-11,2006,11,Canada,Total (house and land),82.0,normal,73.6,11.413043478260878
2006-12,2006,12,Canada,Total (house and land),82.0,normal,74.1,10.661268556005407
2007-01,2007,1,Canada,Total (house and land),82.3,normal,74.7,10.174029451137876
2007-02,2007,2,Canada,Total (house and land),82.7,normal,75.2,9.97340425531915
2007-03,2007,3,Canada,Total (house and land),83.0,normal,76.0,9.210526315789473
2007-04,2007,4,Canada,Total (house and land),83.7,normal,76.9,8.842652795838747
2007-05,2007,5,Canada,Total (house and land),84.6,normal,77.8,8.740359897172233
2007-06,2007,6,Canada,Total (house and land),85.1,normal,79.0,7.7215189873417645
2007-07,2007,7,Canada,Total (house and land),85.9,normal,79.8,7.644110275689234
2007-08,2007,8,Canada,Total (house and land),86.3,normal,81.0,6.543209876543206
2007-09,2007,9,Canada,Total (house and land),86.5,normal,81.4,6.265356265356258
2007-10,2007,10,Canada,Total (house and land),86.6,normal,81.6,6.127450980392157
2007-11,2007,11,Canada,Total (house and land),87.0,normal,82.0,6.097560975609756
2007-12,2007,12,Canada,Total (house and land),87.1,normal,82.0,6.219512195121944
2008-01,2008,1,Canada,Total (house and land),87.6,normal,82.3,6.439854191980555
2008-02,2008,2,Canada,Total (house and land),87.9,normal,82.7,6.287787182587669
2008-03,2008,3,Canada,Total (house and land),88.1,normal,83.0,6.144578313253005
2008-04,2008,4,Canada,Total (house and land),88.1,normal,83.7,5.256869772998795
2008-05,2008,5,Canada,Total (house and land),88.1,normal,84.6,4.137115839243499
2008-06,2008,6,Canada,Total (house and land),88.2,normal,85.1,3.642773207990609
2008-07,2008,7,Canada,Total (house and land),88.2,normal,85.9,2.6775320139697287
2008-08,2008,8,Canada,Total (house and land),88.2,normal,86.3,2.2016222479721965
2008-09,2008,9,Canada,Total (house and land),88.3,normal,86.5,2.080924855491326
